,county,state,population,male,female,median_age,region,female_percentage,cases,deaths,population_size,death_size,case_size
259,Canyon,Idaho,212230,104902,107328,33.4,West,50.571549733779385,70280,735,small population,low deaths,low cases
260,Cape Girardeau,Missouri,78324,37932,40392,36.6,Midwest,51.5703998774322,23374,272,small population,low deaths,low cases
261,Cape May,New Jersey,93705,45829,47876,49.3,Northeast,51.09225761698949,30356,332,small population,low deaths,low cases
262,Carbon,Montana,10546,5317,5229,50.3,West,49.582780201024086,5010,55,small population,low deaths,low cases
263,Caribou,Idaho,6918,3543,3375,36.9,West,48.78577623590633,1664,35,small population,low deaths,low cases
264,Carlisle,Kentucky,4841,2344,2497,42.9,South,51.58025201404668,1349,24,small population,low deaths,low cases
265,Carlton,Minnesota,35540,18565,16975,40.7,Midwest,47.76308384918402,11530,122,small population,low deaths,low cases
266,Caroline,Maryland,32875,16021,16854,40.2,South,51.26692015209125,9022,95,small population,low deaths,low cases
267,Carroll,Arkansas,27887,13897,13990,44.8,South,50.16674436117188,9721,176,small population,low deaths,low cases
268,Carson,Texas,6032,2820,3212,40.3,South,53.24933687002652,1748,38,small population,low deaths,low cases
269,Carson City,Nevada,54467,27912,26555,42.8,West,48.75429158940276,17383,238,small population,low deaths,low cases
270,Carter,Kentucky,27290,13437,13853,41.0,South,50.762183950164896,21469,372,small population,low deaths,low cases
271,Carteret,North Carolina,68920,33839,35081,47.9,South,50.901044689495066,18490,163,small population,low deaths,low cases
272,Carver,Minnesota,100416,49793,50623,37.5,Midwest,50.41328075207139,31918,144,small population,low deaths,low cases
273,Cascade,Montana,81746,41269,40477,38.2,West,49.51557262740685,29952,374,small population,low deaths,low cases
274,Casey,Kentucky,15796,7738,8058,42.9,South,51.01291466193973,5376,84,small population,low deaths,low cases
275,Cass,Illinois,12665,6353,6312,39.7,Midwest,49.83813659692065,8889,204,small population,low deaths,low cases
276,Cassia,Idaho,23615,12039,11576,32.2,West,49.01969087444421,5579,57,small population,low deaths,low cases
277,Castro,Texas,7787,3905,3882,35.3,South,49.852317965840506,2799,48,small population,low deaths,low cases
278,Caswell,North Carolina,22746,11393,11353,45.6,South,49.912072452299306,6616,61,small population,low deaths,low cases
279,Catahoula,Louisiana,9893,5214,4679,38.1,South,47.296067926816946,3132,62,small population,low deaths,low cases
280,Catawba,North Carolina,156729,76703,80026,41.4,South,51.06011012639651,60428,675,small population,low deaths,low cases
281,Catoosa,Georgia,66299,31991,34308,39.9,South,51.74738683841385,16974,204,small population,low deaths,low cases
282,Catron,New Mexico,3539,1930,1609,59.1,West,45.464820570782706,530,23,small population,low deaths,low cases
283,Cattaraugus,New York,77686,38491,39195,42.0,Northeast,50.45310609376207,19313,251,small population,low deaths,low cases
284,Cavalier,North Dakota,3824,1959,1865,49.9,Midwest,48.77092050209205,975,7,small population,low deaths,low cases
285,Cayuga,New York,77868,39982,37886,42.7,Northeast,48.65413263471516,20541,181,small population,low deaths,low cases
286,Cecil,Maryland,102517,51149,51368,40.4,South,50.10681155320581,20271,285,small population,low deaths,low cases
287,Cedar,Iowa,18445,9161,9284,42.0,Midwest,50.333423692057465,1735,28,small population,low deaths,low cases
288,Centre,Pennsylvania,161443,84972,76471,31.7,Northeast,47.36718222530553,43971,396,small population,low deaths,low cases
289,Cerro Gordo,Iowa,42984,20850,22134,44.5,Midwest,51.49357900614182,12747,181,small population,low deaths,low cases
290,Chaffee,Colorado,19164,10268,8896,49.1,West,46.42037152995199,5656,56,small population,low deaths,low cases
291,Chambers,Alabama,33826,16257,17569,43.0,South,51.939336604978415,12807,74,small population,low deaths,low cases
292,Champaign,Illinois,209448,104513,104935,29.9,Midwest,50.10074099537832,10721,159,small population,low deaths,low cases
293,Chariton,Missouri,7546,3764,3782,45.5,Midwest,50.11926848661542,1995,43,small population,low deaths,low cases
294,Charles,Maryland,157671,76071,81600,38.3,South,51.75333447495101,38564,404,small population,low deaths,low cases
295,Charles City,Virginia,6995,3441,3554,50.3,South,50.80771979985704,1706,31,small population,low deaths,low cases
296,Charles Mix,South Dakota,9344,4693,4651,35.9,Midwest,49.77525684931507,3619,38,small population,low deaths,low cases
297,Charleston,South Carolina,394708,191191,203517,37.6,South,51.561407420168834,138129,1043,small population,medium deaths,medium cases
298,Charlevoix,Michigan,26219,12907,13312,48.1,Midwest,50.77234066898051,5857,69,small population,low deaths,low cases
299,Charlotte,Florida,176954,86278,90676,58.6,South,51.24269584185721,3412,50,small population,low deaths,low cases
300,Charlottesville,Virginia,47042,22830,24212,31.3,South,51.46890013179711,12437,86,small population,low deaths,low cases
301,Charlton,Georgia,12983,7522,5461,41.7,South,42.062697373488405,3482,65,small population,low deaths,low cases
302,Chase,Kansas,2645,1340,1305,44.4,Midwest,49.33837429111531,887,10,small population,low deaths,low cases
303,Chatham,Georgia,287049,138403,148646,35.2,South,51.7841901556877,18068,130,small population,low deaths,low cases
304,Chattahoochee,Georgia,10767,7172,3595,23.7,South,33.38905916225504,7891,24,small population,low deaths,low cases
305,Chattooga,Georgia,24817,12865,11952,39.5,South,48.16053511705686,7569,152,small population,low deaths,low cases
306,Chautauqua,Kansas,3367,1757,1610,48.8,Midwest,47.81704781704782,29542,340,small population,low deaths,low cases
307,Chaves,New Mexico,65459,32600,32859,35.6,West,50.19783375853588,24688,361,small population,low deaths,low cases
308,Cheatham,Tennessee,39929,19817,20112,40.4,South,50.36940569510882,13150,142,small population,low deaths,low cases
309,Cheboygan,Michigan,25458,12720,12738,50.7,Midwest,50.03535234503889,5766,131,small population,low deaths,low cases
310,Chelan,Washington,75757,37764,37993,40.2,West,50.15114114867273,24120,196,small population,low deaths,low cases
311,Chemung,New York,85740,42556,43184,41.3,Northeast,50.36622346629345,26685,264,small population,low deaths,low cases
312,Chenango,New York,48348,24227,24121,44.7,Northeast,49.890378092165136,11847,141,small population,low deaths,low cases
313,Cherokee,Alabama,25853,12820,13033,45.9,South,50.41194445518895,9814,261,small population,low deaths,low cases
314,Cherry,Nebraska,5790,2847,2943,43.6,Midwest,50.829015544041454,624,14,small population,low deaths,low cases
315,Chesapeake,Virginia,237820,116188,121632,36.7,South,51.144563114960896,64115,565,small population,low deaths,low cases
316,Cheshire,New Hampshire,76263,37221,39042,42.7,Northeast,51.19389481137642,18985,134,small population,low deaths,low cases
317,Chester,Pennsylvania,517156,254746,262410,40.4,Northeast,50.74097564371293,7105,102,small population,low deaths,low cases
318,Chesterfield,South Carolina,46024,22642,23382,42.3,South,50.80392838519033,99765,874,small population,low deaths,low cases
319,Cheyenne,Colorado,2039,964,1075,35.9,West,52.721922511034826,2382,30,small population,low deaths,low cases
320,Chickasaw,Iowa,12099,6058,6041,44.3,Midwest,49.92974626002149,6974,104,small population,low deaths,low cases
321,Chicot,Arkansas,10826,5266,5560,42.7,South,51.357842231664506,3124,65,small population,low deaths,low cases
322,Childress,Texas,7226,4449,2777,30.9,South,38.4306670357044,3040,35,small population,low deaths,low cases
323,Chilton,Alabama,43930,21672,22258,38.6,South,50.66697017983155,12956,217,small population,low deaths,low cases
324,Chippewa,Michigan,37834,20794,17040,39.7,Midwest,45.03885394089972,22145,217,small population,low deaths,low cases
325,Chisago,Minnesota,54727,28333,26394,41.0,Midwest,48.22847954391799,17198,135,small population,low deaths,low cases
326,Chittenden,Vermont,162052,79547,82505,36.5,Northeast,50.9126700071582,39572,230,small population,low deaths,low cases
327,Choctaw,Alabama,13075,6253,6822,46.1,South,52.175908221797314,5034,70,small population,low deaths,low cases
328,Chouteau,Montana,5789,2839,2950,40.9,West,50.95871480393851,1346,15,small population,low deaths,low cases
329,Chowan,North Carolina,14205,6653,7552,44.7,South,53.16437873988033,5272,66,small population,low deaths,low cases
330,Christian,Illinois,33231,16818,16413,43.2,Midwest,49.39062923174144,24886,290,small population,low deaths,low cases
331,Churchill,Nevada,24010,12138,11872,39.5,West,49.44606413994169,7607,123,small population,low deaths,low cases
332,Cibola,New Mexico,26978,13648,13330,36.8,West,49.41063088442434,9289,212,small population,low deaths,low cases
333,Cimarron,Oklahoma,2189,1095,1094,43.0,South,49.97715851987209,703,9,small population,low deaths,low cases
334,Citrus,Florida,143087,69376,73711,56.2,South,51.51481266641973,38779,1123,small population,medium deaths,low cases
335,Clackamas,Oregon,405788,199775,206013,41.4,West,50.76862795351267,83996,809,small population,low deaths,low cases
336,Claiborne,Louisiana,16153,9205,6948,42.2,South,43.013681669039805,11205,213,small population,low deaths,low cases
337,Clallam,Washington,74487,36857,37630,50.5,West,50.51888248956193,15762,207,small population,low deaths,low cases
338,Clare,Michigan,30616,15159,15457,47.2,Midwest,50.48667363470081,8117,182,small population,low deaths,low cases
339,Clarendon,South Carolina,34017,16740,17277,44.3,South,50.78931122673958,10773,169,small population,low deaths,low cases
340,Clarion,Pennsylvania,38827,18962,19865,41.2,Northeast,51.16285059365905,9879,223,small population,low deaths,low cases
341,Clark,Arkansas,22385,10628,11757,34.1,South,52.521777976323435,9002,133,small population,low deaths,low cases
342,Clarke,Alabama,24387,11539,12848,42.3,South,52.68380694632386,3480,56,small population,low deaths,low cases
343,Clatsop,Oregon,38562,19166,19396,43.9,West,50.29822104662621,6327,63,small population,low deaths,low cases
344,Clay,Alabama,13378,6464,6914,43.7,South,51.68186574973838,2711,54,small population,low deaths,low cases
345,Clayton,Georgia,278666,130748,147918,32.4,South,53.08074899700716,4018,80,small population,low deaths,low cases
346,Clear Creek,Colorado,9379,4816,4563,47.8,West,48.651242136688346,1926,13,small population,low deaths,low cases
347,Clearfield,Pennsylvania,80216,41905,38311,44.7,Northeast,47.75979854393139,24298,399,small population,low deaths,low cases
348,Clearwater,Idaho,8640,4790,3850,50.2,West,44.56018518518518,2513,32,small population,low deaths,low cases
349,Cleburne,Alabama,14938,7281,7657,42.5,South,51.25853527915384,8021,145,small population,low deaths,low cases
350,Clermont,Ohio,203216,100124,103092,39.8,Midwest,50.73025746004251,65066,618,small population,low deaths,low cases
351,Cleveland,Arkansas,8226,4138,4088,42.7,South,49.69608558230003,99921,897,small population,low deaths,low cases
352,Clinch,Georgia,6743,3427,3316,37.7,South,49.17692421770725,2458,46,small population,low deaths,low cases
353,Clinton,Illinois,37628,19551,18077,40.2,Midwest,48.04135218454342,11108,142,small population,low deaths,low cases
354,Cloud,Kansas,9060,4523,4537,41.0,Midwest,50.07726269315673,2663,50,small population,low deaths,low cases
355,Coahoma,Mississippi,23802,11006,12796,34.2,South,53.76018821947736,8130,139,small population,low deaths,low cases
356,Coal,Oklahoma,5618,2818,2800,41.6,South,49.839800640797435,2097,25,small population,low deaths,low cases
357,Cobb,Georgia,745057,360270,384787,36.5,South,51.64531035880477,216176,2089,small population,medium deaths,medium cases
358,Cochise,Arizona,126279,64135,62144,40.6,West,49.21166623112315,38971,643,small population,low deaths,low cases
359,Cochran,Texas,2904,1491,1413,34.5,South,48.65702479338843,1038,25,small population,low deaths,low cases
360,Cocke,Tennessee,35336,17105,18231,44.9,South,51.59327597917138,14746,244,small population,low deaths,low cases
361,Coconino,Arizona,140217,68918,71299,30.6,West,50.84904112910703,52627,526,small population,low deaths,low cases
362,Codington,South Dakota,27993,14080,13913,38.8,Midwest,49.70171114207123,10566,107,small population,low deaths,low cases
363,Coffee,Alabama,51288,25314,25974,39.3,South,50.643425362657936,20927,296,small population,low deaths,low cases
364,Coffey,Kansas,8296,4195,4101,44.0,Midwest,49.4334619093539,2821,48,small population,low deaths,low cases
365,Coke,Texas,3275,1606,1669,50.3,South,50.961832061068705,1082,21,small population,low deaths,low cases
366,Colbert,Alabama,54495,26075,28420,42.7,South,52.15157353885678,21197,276,small population,low deaths,low cases
367,Cole,Missouri,76740,38731,38009,38.5,Midwest,49.529580401355226,23893,305,small population,low deaths,low cases
368,Coleman,Texas,8391,4220,4171,46.5,South,49.708020498152784,2076,77,small population,low deaths,low cases
369,Coles,Illinois,51736,24999,26737,35.2,Midwest,51.67968145971857,18876,187,small population,low deaths,low cases
370,Colfax,Nebraska,10760,5870,4890,34.3,Midwest,45.446096654275095,2799,70,small population,low deaths,low cases
371,Colleton,South Carolina,37568,17958,19610,42.2,South,52.1986797274276,11393,232,small population,low deaths,low cases
372,Collier,Florida,363922,179336,184586,50.3,South,50.72130841224218,105789,1148,small population,medium deaths,medium cases
373,Collin,Texas,944350,464248,480102,36.6,South,50.839413353100014,275582,1613,small population,medium deaths,medium cases
374,Collingsworth,Texas,2996,1496,1500,39.2,South,50.06675567423231,894,17,small population,low deaths,low cases
375,Colonial Heights,Virginia,17593,8053,9540,40.3,South,54.226112658443704,6312,112,small population,low deaths,low cases
376,Colorado,Texas,21022,10538,10484,42.5,South,49.871563124345926,4544,68,small population,low deaths,low cases
377,Colquitt,Georgia,45606,22554,23052,36.4,South,50.54598079200105,13016,277,small population,low deaths,low cases
378,Columbia,Arkansas,23892,11444,12448,36.0,South,52.101121714381385,19568,148,small population,low deaths,low cases
379,Columbiana,Ohio,104003,52418,51585,44.0,Midwest,49.59953078276588,29527,512,small population,low deaths,low cases
380,Columbus,North Carolina,56293,27981,28312,42.0,South,50.29399747748388,19209,292,small population,low deaths,low cases
381,Colusa,California,21464,11124,10340,35.1,West,48.1736861721953,5310,22,small population,low deaths,low cases
382,Comal,Texas,135097,66793,68304,42.0,South,50.559227814089134,43203,582,small population,low deaths,low cases
383,Comanche,Kansas,1780,912,868,47.5,Midwest,48.764044943820224,4045,82,small population,low deaths,low cases
384,Concho,Texas,4233,2802,1431,41.9,South,33.805811481218996,1386,14,small population,low deaths,low cases
385,Concordia,Louisiana,20021,10210,9811,37.8,South,49.00354627640977,6427,91,small population,low deaths,low cases
386,Conecuh,Alabama,12514,6037,6477,44.8,South,51.7580310052741,3589,76,small population,low deaths,low cases
387,Conejos,Colorado,8142,4082,4060,39.4,West,49.864898059444855,2296,58,small population,low deaths,low cases
